,%time,seconds,usecs/call,calls,errors,syscall
0,0.00,0.000000,0,1,0,read
1,0.00,0.000000,0,5,0,close
2,0.00,0.000000,0,3,0,fstat
3,0.00,0.000000,0,8,0,mmap
4,0.00,0.000000,0,4,0,mprotect
5,0.00,0.000000,0,1,0,munmap
6,0.00,0.000000,0,3,0,brk
7,0.00,0.000000,0,6,0,pread64
8,0.00,0.000000,0,1,1,access
9,0.00,0.000000,0,1,0,execve
10,0.00,0.000000,0,1,0,rmdir
11,0.00,0.000000,0,2,1,arch_prctl
12,0.00,0.000000,0,3,0,openat
